inventory_policy_rows,stock_movement_rows,inventory_snapshot_rows,unique_products,unique_sellers,stockout_records,reorder_records,high_risk_records,created_at
34448,129072,129072,32951,3095,13047,17341,2306,2026-07-03 20:39:58
