date_key,full_date,day,month,year,week_of_year,quarter,year_month
20180308,2018-03-08,8,3,2018,10,1,2018-03
20180309,2018-03-09,9,3,2018,10,1,2018-03
20180310,2018-03-10,10,3,2018,10,1,2018-03
20180311,2018-03-11,11,3,2018,10,1,2018-03
20180312,2018-03-12,12,3,2018,11,1,2018-03
20180313,2018-03-13,13,3,2018,11,1,2018-03
20180314,2018-03-14,14,3,2018,11,1,2018-03
20180315,2018-03-15,15,3,2018,11,1,2018-03
20180316,2018-03-16,16,3,2018,11,1,2018-03
20180317,2018-03-17,17,3,2018,11,1,2018-03
20180318,2018-03-18,18,3,2018,11,1,2018-03
20180319,2018-03-19,19,3,2018,12,1,2018-03
20180320,2018-03-20,20,3,2018,12,1,2018-03
20180321,2018-03-21,21,3,2018,12,1,2018-03
20180322,2018-03-22,22,3,2018,12,1,2018-03
20180323,2018-03-23,23,3,2018,12,1,2018-03
20180324,2018-03-24,24,3,2018,12,1,2018-03
20180325,2018-03-25,25,3,2018,12,1,2018-03
20180326,2018-03-26,26,3,2018,13,1,2018-03
20180327,2018-03-27,27,3,2018,13,1,2018-03
20180328,2018-03-28,28,3,2018,13,1,2018-03
20180329,2018-03-29,29,3,2018,13,1,2018-03
20180330,2018-03-30,30,3,2018,13,1,2018-03
20180331,2018-03-31,31,3,2018,13,1,2018-03
20180401,2018-04-01,1,4,2018,13,2,2018-04
20180402,2018-04-02,2,4,2018,14,2,2018-04
20180403,2018-04-03,3,4,2018,14,2,2018-04
20180404,2018-04-04,4,4,2018,14,2,2018-04
20180405,2018-04-05,5,4,2018,14,2,2018-04
20180406,2018-04-06,6,4,2018,14,2,2018-04
20180407,2018-04-07,7,4,2018,14,2,2018-04
20180408,2018-04-08,8,4,2018,14,2,2018-04
20180409,2018-04-09,9,4,2018,15,2,2018-04
20180410,2018-04-10,10,4,2018,15,2,2018-04
20180411,2018-04-11,11,4,2018,15,2,2018-04
20180412,2018-04-12,12,4,2018,15,2,2018-04
20180413,2018-04-13,13,4,2018,15,2,2018-04
20180414,2018-04-14,14,4,2018,15,2,2018-04
20180415,2018-04-15,15,4,2018,15,2,2018-04
20180416,2018-04-16,16,4,2018,16,2,2018-04
20180417,2018-04-17,17,4,2018,16,2,2018-04
20180418,2018-04-18,18,4,2018,16,2,2018-04
20180419,2018-04-19,19,4,2018,16,2,2018-04
20180420,2018-04-20,20,4,2018,16,2,2018-04
20180421,2018-04-21,21,4,2018,16,2,2018-04
20180422,2018-04-22,22,4,2018,16,2,2018-04
20180423,2018-04-23,23,4,2018,17,2,2018-04
20180424,2018-04-24,24,4,2018,17,2,2018-04
20180425,2018-04-25,25,4,2018,17,2,2018-04
20180426,2018-04-26,26,4,2018,17,2,2018-04
20180427,2018-04-27,27,4,2018,17,2,2018-04
20180428,2018-04-28,28,4,2018,17,2,2018-04
20180429,2018-04-29,29,4,2018,17,2,2018-04
20180430,2018-04-30,30,4,2018,18,2,2018-04
20180501,2018-05-01,1,5,2018,18,2,2018-05
20180502,2018-05-02,2,5,2018,18,2,2018-05
20180503,2018-05-03,3,5,2018,18,2,2018-05
20180504,2018-05-04,4,5,2018,18,2,2018-05
20180505,2018-05-05,5,5,2018,18,2,2018-05
20180506,2018-05-06,6,5,2018,18,2,2018-05
20180507,2018-05-07,7,5,2018,19,2,2018-05
20180508,2018-05-08,8,5,2018,19,2,2018-05
20180509,2018-05-09,9,5,2018,19,2,2018-05
20180510,2018-05-10,10,5,2018,19,2,2018-05
20180511,2018-05-11,11,5,2018,19,2,2018-05
20180512,2018-05-12,12,5,2018,19,2,2018-05
20180513,2018-05-13,13,5,2018,19,2,2018-05
20180514,2018-05-14,14,5,2018,20,2,2018-05
20180515,2018-05-15,15,5,2018,20,2,2018-05
20180516,2018-05-16,16,5,2018,20,2,2018-05
20180517,2018-05-17,17,5,2018,20,2,2018-05
20180518,2018-05-18,18,5,2018,20,2,2018-05
20180519,2018-05-19,19,5,2018,20,2,2018-05
20180520,2018-05-20,20,5,2018,20,2,2018-05
20180521,2018-05-21,21,5,2018,21,2,2018-05
20180522,2018-05-22,22,5,2018,21,2,2018-05
20180523,2018-05-23,23,5,2018,21,2,2018-05
20180524,2018-05-24,24,5,2018,21,2,2018-05
20180525,2018-05-25,25,5,2018,21,2,2018-05
20180526,2018-05-26,26,5,2018,21,2,2018-05
20180527,2018-05-27,27,5,2018,21,2,2018-05
20180528,2018-05-28,28,5,2018,22,2,2018-05
20180529,2018-05-29,29,5,2018,22,2,2018-05
20180530,2018-05-30,30,5,2018,22,2,2018-05
20180531,2018-05-31,31,5,2018,22,2,2018-05
20180601,2018-06-01,1,6,2018,22,2,2018-06
20180602,2018-06-02,2,6,2018,22,2,2018-06
20180603,2018-06-03,3,6,2018,22,2,2018-06
20180604,2018-06-04,4,6,2018,23,2,2018-06
20180605,2018-06-05,5,6,2018,23,2,2018-06
20180606,2018-06-06,6,6,2018,23,2,2018-06
20180607,2018-06-07,7,6,2018,23,2,2018-06
20180608,2018-06-08,8,6,2018,23,2,2018-06
20180609,2018-06-09,9,6,2018,23,2,2018-06
20180610,2018-06-10,10,6,2018,23,2,2018-06
20180611,2018-06-11,11,6,2018,24,2,2018-06
20180612,2018-06-12,12,6,2018,24,2,2018-06
20180613,2018-06-13,13,6,2018,24,2,2018-06
20180614,2018-06-14,14,6,2018,24,2,2018-06
20180615,2018-06-15,15,6,2018,24,2,2018-06
20180616,2018-06-16,16,6,2018,24,2,2018-06
20180617,2018-06-17,17,6,2018,24,2,2018-06
20180618,2018-06-18,18,6,2018,25,2,2018-06
20180619,2018-06-19,19,6,2018,25,2,2018-06
20180620,2018-06-20,20,6,2018,25,2,2018-06
20180621,2018-06-21,21,6,2018,25,2,2018-06
20180622,2018-06-22,22,6,2018,25,2,2018-06
20180623,2018-06-23,23,6,2018,25,2,2018-06
20180624,2018-06-24,24,6,2018,25,2,2018-06
20180625,2018-06-25,25,6,2018,26,2,2018-06
20180626,2018-06-26,26,6,2018,26,2,2018-06
20180627,2018-06-27,27,6,2018,26,2,2018-06
20180628,2018-06-28,28,6,2018,26,2,2018-06
20180629,2018-06-29,29,6,2018,26,2,2018-06
20180630,2018-06-30,30,6,2018,26,2,2018-06
20180701,2018-07-01,1,7,2018,26,3,2018-07
20180702,2018-07-02,2,7,2018,27,3,2018-07
20180703,2018-07-03,3,7,2018,27,3,2018-07
20180704,2018-07-04,4,7,2018,27,3,2018-07
20180705,2018-07-05,5,7,2018,27,3,2018-07
20180706,2018-07-06,6,7,2018,27,3,2018-07
20180707,2018-07-07,7,7,2018,27,3,2018-07
20180708,2018-07-08,8,7,2018,27,3,2018-07
20180709,2018-07-09,9,7,2018,28,3,2018-07
20180710,2018-07-10,10,7,2018,28,3,2018-07
20180711,2018-07-11,11,7,2018,28,3,2018-07
20180712,2018-07-12,12,7,2018,28,3,2018-07
20180713,2018-07-13,13,7,2018,28,3,2018-07
20180714,2018-07-14,14,7,2018,28,3,2018-07
20180715,2018-07-15,15,7,2018,28,3,2018-07
20180716,2018-07-16,16,7,2018,29,3,2018-07
20180717,2018-07-17,17,7,2018,29,3,2018-07
20180718,2018-07-18,18,7,2018,29,3,2018-07
20180719,2018-07-19,19,7,2018,29,3,2018-07
20180720,2018-07-20,20,7,2018,29,3,2018-07
20180721,2018-07-21,21,7,2018,29,3,2018-07
20180722,2018-07-22,22,7,2018,29,3,2018-07
20180723,2018-07-23,23,7,2018,30,3,2018-07
20180724,2018-07-24,24,7,2018,30,3,2018-07
20180725,2018-07-25,25,7,2018,30,3,2018-07
20180726,2018-07-26,26,7,2018,30,3,2018-07
20180727,2018-07-27,27,7,2018,30,3,2018-07
20180728,2018-07-28,28,7,2018,30,3,2018-07
20180729,2018-07-29,29,7,2018,30,3,2018-07
20180730,2018-07-30,30,7,2018,31,3,2018-07
20180731,2018-07-31,31,7,2018,31,3,2018-07
20180801,2018-08-01,1,8,2018,31,3,2018-08
20180802,2018-08-02,2,8,2018,31,3,2018-08
20180803,2018-08-03,3,8,2018,31,3,2018-08
20180804,2018-08-04,4,8,2018,31,3,2018-08
20180805,2018-08-05,5,8,2018,31,3,2018-08
20180806,2018-08-06,6,8,2018,32,3,2018-08
20180807,2018-08-07,7,8,2018,32,3,2018-08
20180808,2018-08-08,8,8,2018,32,3,2018-08
20180809,2018-08-09,9,8,2018,32,3,2018-08
20180810,2018-08-10,10,8,2018,32,3,2018-08
20180811,2018-08-11,11,8,2018,32,3,2018-08
20180812,2018-08-12,12,8,2018,32,3,2018-08
20180813,2018-08-13,13,8,2018,33,3,2018-08
20180814,2018-08-14,14,8,2018,33,3,2018-08
20180815,2018-08-15,15,8,2018,33,3,2018-08
20180816,2018-08-16,16,8,2018,33,3,2018-08
20180817,2018-08-17,17,8,2018,33,3,2018-08
20180818,2018-08-18,18,8,2018,33,3,2018-08
20180819,2018-08-19,19,8,2018,33,3,2018-08
20180820,2018-08-20,20,8,2018,34,3,2018-08
20180821,2018-08-21,21,8,2018,34,3,2018-08
20180822,2018-08-22,22,8,2018,34,3,2018-08
20180823,2018-08-23,23,8,2018,34,3,2018-08
20180824,2018-08-24,24,8,2018,34,3,2018-08
20180825,2018-08-25,25,8,2018,34,3,2018-08
20180826,2018-08-26,26,8,2018,34,3,2018-08
20180827,2018-08-27,27,8,2018,35,3,2018-08
20180828,2018-08-28,28,8,2018,35,3,2018-08
20180829,2018-08-29,29,8,2018,35,3,2018-08
20180830,2018-08-30,30,8,2018,35,3,2018-08
20180831,2018-08-31,31,8,2018,35,3,2018-08
20180901,2018-09-01,1,9,2018,35,3,2018-09
20180902,2018-09-02,2,9,2018,35,3,2018-09
20180903,2018-09-03,3,9,2018,36,3,2018-09
20180904,2018-09-04,4,9,2018,36,3,2018-09
20180905,2018-09-05,5,9,2018,36,3,2018-09
20180906,2018-09-06,6,9,2018,36,3,2018-09
20180908,2018-09-08,8,9,2018,36,3,2018-09
20180910,2018-09-10,10,9,2018,37,3,2018-09
20180911,2018-09-11,11,9,2018,37,3,2018-09
20180912,2018-09-12,12,9,2018,37,3,2018-09
20180913,2018-09-13,13,9,2018,37,3,2018-09
20180914,2018-09-14,14,9,2018,37,3,2018-09
20180917,2018-09-17,17,9,2018,38,3,2018-09
20180918,2018-09-18,18,9,2018,38,3,2018-09
20180919,2018-09-19,19,9,2018,38,3,2018-09
20180920,2018-09-20,20,9,2018,38,3,2018-09
20180921,2018-09-21,21,9,2018,38,3,2018-09
20180924,2018-09-24,24,9,2018,39,3,2018-09
20180925,2018-09-25,25,9,2018,39,3,2018-09
20180926,2018-09-26,26,9,2018,39,3,2018-09
20180927,2018-09-27,27,9,2018,39,3,2018-09
20180928,2018-09-28,28,9,2018,39,3,2018-09
20180929,2018-09-29,29,9,2018,39,3,2018-09
20181001,2018-10-01,1,10,2018,40,4,2018-10
20181002,2018-10-02,2,10,2018,40,4,2018-10
20181003,2018-10-03,3,10,2018,40,4,2018-10
20181004,2018-10-04,4,10,2018,40,4,2018-10
20181005,2018-10-05,5,10,2018,40,4,2018-10
20181010,2018-10-10,10,10,2018,41,4,2018-10
20181011,2018-10-11,11,10,2018,41,4,2018-10
20181015,2018-10-15,15,10,2018,42,4,2018-10
20181016,2018-10-16,16,10,2018,42,4,2018-10
20181017,2018-10-17,17,10,2018,42,4,2018-10
20181023,2018-10-23,23,10,2018,43,4,2018-10
20181025,2018-10-25,25,10,2018,43,4,2018-10
20181030,2018-10-30,30,10,2018,44,4,2018-10
20181112,2018-11-12,12,11,2018,46,4,2018-11
20200203,2020-02-03,3,2,2020,5,1,2020-02
20200205,2020-02-05,5,2,2020,5,1,2020-02
20200409,2020-04-09,9,4,2020,14,2,2020-04
